audio,score,midi,match,estimated_bpm
vienna/audio/Chopin_op10_no3_p22.mp3,vienna/score/Chopin_op10_no3.musicxml,vienna/midi/Chopin_op10_no3_p22.mid,vienna/match/Chopin_op10_no3_p22.match,32
vienna/audio/Chopin_op38_p01.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p01.mid,vienna/match/Chopin_op38_p01.match,129
vienna/audio/Chopin_op38_p02.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p02.mid,vienna/match/Chopin_op38_p02.match,125
vienna/audio/Chopin_op38_p03.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p03.mid,vienna/match/Chopin_op38_p03.match,121
vienna/audio/Chopin_op38_p04.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p04.mid,vienna/match/Chopin_op38_p04.match,125
vienna/audio/Chopin_op38_p05.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p05.mid,vienna/match/Chopin_op38_p05.match,147
vienna/audio/Chopin_op38_p06.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p06.mid,vienna/match/Chopin_op38_p06.match,120
vienna/audio/Chopin_op38_p07.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p07.mid,vienna/match/Chopin_op38_p07.match,137
vienna/audio/Chopin_op38_p08.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p08.mid,vienna/match/Chopin_op38_p08.match,126
vienna/audio/Chopin_op38_p09.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p09.mid,vienna/match/Chopin_op38_p09.match,124
vienna/audio/Chopin_op38_p10.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p10.mid,vienna/match/Chopin_op38_p10.match,123
vienna/audio/Chopin_op38_p11.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p11.mid,vienna/match/Chopin_op38_p11.match,114
vienna/audio/Chopin_op38_p12.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p12.mid,vienna/match/Chopin_op38_p12.match,137
vienna/audio/Chopin_op38_p13.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p13.mid,vienna/match/Chopin_op38_p13.match,131
vienna/audio/Chopin_op38_p14.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p14.mid,vienna/match/Chopin_op38_p14.match,109
vienna/audio/Chopin_op38_p15.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p15.mid,vienna/match/Chopin_op38_p15.match,131
vienna/audio/Chopin_op38_p16.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p16.mid,vienna/match/Chopin_op38_p16.match,130
vienna/audio/Chopin_op38_p17.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p17.mid,vienna/match/Chopin_op38_p17.match,115
vienna/audio/Chopin_op38_p18.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p18.mid,vienna/match/Chopin_op38_p18.match,131
vienna/audio/Chopin_op38_p19.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p19.mid,vienna/match/Chopin_op38_p19.match,124
vienna/audio/Chopin_op38_p20.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p20.mid,vienna/match/Chopin_op38_p20.match,134
vienna/audio/Chopin_op38_p21.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p21.mid,vienna/match/Chopin_op38_p21.match,123
vienna/audio/Chopin_op38_p22.mp3,vienna/score/Chopin_op38.musicxml,vienna/midi/Chopin_op38_p22.mid,vienna/match/Chopin_op38_p22.match,124
vienna/audio/Mozart_K331_1st-mov_p01.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p01.mid,vienna/match/Mozart_K331_1st-mov_p01.match,126
vienna/audio/Mozart_K331_1st-mov_p02.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p02.mid,vienna/match/Mozart_K331_1st-mov_p02.match,128
vienna/audio/Mozart_K331_1st-mov_p03.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p03.mid,vienna/match/Mozart_K331_1st-mov_p03.match,133
vienna/audio/Mozart_K331_1st-mov_p04.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p04.mid,vienna/match/Mozart_K331_1st-mov_p04.match,130
vienna/audio/Mozart_K331_1st-mov_p05.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p05.mid,vienna/match/Mozart_K331_1st-mov_p05.match,128
vienna/audio/Mozart_K331_1st-mov_p06.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p06.mid,vienna/match/Mozart_K331_1st-mov_p06.match,127
vienna/audio/Mozart_K331_1st-mov_p07.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p07.mid,vienna/match/Mozart_K331_1st-mov_p07.match,140
vienna/audio/Mozart_K331_1st-mov_p08.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p08.mid,vienna/match/Mozart_K331_1st-mov_p08.match,122
vienna/audio/Mozart_K331_1st-mov_p09.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p09.mid,vienna/match/Mozart_K331_1st-mov_p09.match,136
vienna/audio/Mozart_K331_1st-mov_p10.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p10.mid,vienna/match/Mozart_K331_1st-mov_p10.match,129
vienna/audio/Mozart_K331_1st-mov_p11.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p11.mid,vienna/match/Mozart_K331_1st-mov_p11.match,108
vienna/audio/Mozart_K331_1st-mov_p12.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p12.mid,vienna/match/Mozart_K331_1st-mov_p12.match,116
vienna/audio/Mozart_K331_1st-mov_p13.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p13.mid,vienna/match/Mozart_K331_1st-mov_p13.match,84
vienna/audio/Mozart_K331_1st-mov_p14.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p14.mid,vienna/match/Mozart_K331_1st-mov_p14.match,131
vienna/audio/Mozart_K331_1st-mov_p15.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p15.mid,vienna/match/Mozart_K331_1st-mov_p15.match,118
vienna/audio/Mozart_K331_1st-mov_p16.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p16.mid,vienna/match/Mozart_K331_1st-mov_p16.match,127
vienna/audio/Mozart_K331_1st-mov_p17.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p17.mid,vienna/match/Mozart_K331_1st-mov_p17.match,109
vienna/audio/Mozart_K331_1st-mov_p18.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p18.mid,vienna/match/Mozart_K331_1st-mov_p18.match,146
vienna/audio/Mozart_K331_1st-mov_p19.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p19.mid,vienna/match/Mozart_K331_1st-mov_p19.match,116
vienna/audio/Mozart_K331_1st-mov_p20.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p20.mid,vienna/match/Mozart_K331_1st-mov_p20.match,116
vienna/audio/Mozart_K331_1st-mov_p21.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p21.mid,vienna/match/Mozart_K331_1st-mov_p21.match,124
vienna/audio/Mozart_K331_1st-mov_p22.mp3,vienna/score/Mozart_K331_1st-mov.musicxml,vienna/midi/Mozart_K331_1st-mov_p22.mid,vienna/match/Mozart_K331_1st-mov_p22.match,120
vienna/audio/Schubert_D783_no15_p01.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p01.mid,vienna/match/Schubert_D783_no15_p01.match,150
vienna/audio/Schubert_D783_no15_p02.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p02.mid,vienna/match/Schubert_D783_no15_p02.match,137
vienna/audio/Schubert_D783_no15_p03.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p03.mid,vienna/match/Schubert_D783_no15_p03.match,133
vienna/audio/Schubert_D783_no15_p04.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p04.mid,vienna/match/Schubert_D783_no15_p04.match,120
vienna/audio/Schubert_D783_no15_p05.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p05.mid,vienna/match/Schubert_D783_no15_p05.match,152
vienna/audio/Schubert_D783_no15_p06.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p06.mid,vienna/match/Schubert_D783_no15_p06.match,112
vienna/audio/Schubert_D783_no15_p07.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p07.mid,vienna/match/Schubert_D783_no15_p07.match,151
vienna/audio/Schubert_D783_no15_p08.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p08.mid,vienna/match/Schubert_D783_no15_p08.match,147
vienna/audio/Schubert_D783_no15_p09.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p09.mid,vienna/match/Schubert_D783_no15_p09.match,114
vienna/audio/Schubert_D783_no15_p10.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p10.mid,vienna/match/Schubert_D783_no15_p10.match,124
vienna/audio/Schubert_D783_no15_p11.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p11.mid,vienna/match/Schubert_D783_no15_p11.match,109
vienna/audio/Schubert_D783_no15_p12.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p12.mid,vienna/match/Schubert_D783_no15_p12.match,125
vienna/audio/Schubert_D783_no15_p13.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p13.mid,vienna/match/Schubert_D783_no15_p13.match,145
vienna/audio/Schubert_D783_no15_p14.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p14.mid,vienna/match/Schubert_D783_no15_p14.match,124
vienna/audio/Schubert_D783_no15_p15.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p15.mid,vienna/match/Schubert_D783_no15_p15.match,110
vienna/audio/Schubert_D783_no15_p16.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p16.mid,vienna/match/Schubert_D783_no15_p16.match,126
vienna/audio/Schubert_D783_no15_p17.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p17.mid,vienna/match/Schubert_D783_no15_p17.match,149
vienna/audio/Schubert_D783_no15_p18.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p18.mid,vienna/match/Schubert_D783_no15_p18.match,176
vienna/audio/Schubert_D783_no15_p19.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p19.mid,vienna/match/Schubert_D783_no15_p19.match,144
vienna/audio/Schubert_D783_no15_p20.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p20.mid,vienna/match/Schubert_D783_no15_p20.match,111
vienna/audio/Schubert_D783_no15_p21.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p21.mid,vienna/match/Schubert_D783_no15_p21.match,146
vienna/audio/Schubert_D783_no15_p22.mp3,vienna/score/Schubert_D783_no15.musicxml,vienna/midi/Schubert_D783_no15_p22.mid,vienna/match/Schubert_D783_no15_p22.match,119
