audio,score,annotations,estimated_bpm
chorale/audio/Anonymous_AusMeinesHerzensGrunde_03_bar.mp3,chorale/score/Anonymous_AusMeinesHerzensGrunde-03.musicxml,chorale/annotations/12.tsv,100
chorale/audio/Anonymous_AusMeinesHerzensGrunde_03_bs.mp3,chorale/score/Anonymous_AusMeinesHerzensGrunde-03.musicxml,chorale/annotations/13.tsv,100
chorale/audio/Anonymous_AusMeinesHerzensGrunde_04_bar.mp3,chorale/score/Anonymous_AusMeinesHerzensGrunde-04.musicxml,chorale/annotations/14.tsv,100
chorale/audio/Anonymous_AusMeinesHerzensGrunde_04_bcl.mp3,chorale/score/Anonymous_AusMeinesHerzensGrunde-04.musicxml,chorale/annotations/15.tsv,100
chorale/audio/Anonymous_AusMeinesHerzensGrunde_04_bs.mp3,chorale/score/Anonymous_AusMeinesHerzensGrunde-04.musicxml,chorale/annotations/16.tsv,100
chorale/audio/Anonymous_AusMeinesHerzensGrunde_04_tba.mp3,chorale/score/Anonymous_AusMeinesHerzensGrunde-04.musicxml,chorale/annotations/17.tsv,100
chorale/audio/Bach_IchStehAnDeinerKrippe_01_as.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-01.musicxml,chorale/annotations/18.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_01_cl.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-01.musicxml,chorale/annotations/19.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_01_fh.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-01.musicxml,chorale/annotations/20.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_01_fl.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-01.musicxml,chorale/annotations/21.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_01_ob.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-01.musicxml,chorale/annotations/22.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_01_tp.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-01.musicxml,chorale/annotations/23.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_02_as.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-02.musicxml,chorale/annotations/24.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_02_cl.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-02.musicxml,chorale/annotations/25.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_02_eh.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-02.musicxml,chorale/annotations/26.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_02_fh.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-02.musicxml,chorale/annotations/27.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_02_fho.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-02.musicxml,chorale/annotations/28.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_02_tp.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-02.musicxml,chorale/annotations/29.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_03_bar.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-03.musicxml,chorale/annotations/30.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_03_bs.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-03.musicxml,chorale/annotations/31.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_03_fho.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-03.musicxml,chorale/annotations/32.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_04_bar.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-04.musicxml,chorale/annotations/33.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_04_bcl.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-04.musicxml,chorale/annotations/34.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_04_bs.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-04.musicxml,chorale/annotations/35.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_04_tb.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-04.musicxml,chorale/annotations/36.tsv,75
chorale/audio/Bach_IchStehAnDeinerKrippe_04_tba.mp3,chorale/score/Bach_IchStehAnDeinerKrippe-04.musicxml,chorale/annotations/37.tsv,75
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_01_as.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-01.musicxml,chorale/annotations/38.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_01_cl.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-01.musicxml,chorale/annotations/39.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_01_fh.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-01.musicxml,chorale/annotations/40.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_01_fl.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-01.musicxml,chorale/annotations/41.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_01_ob.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-01.musicxml,chorale/annotations/42.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_01_tp.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-01.musicxml,chorale/annotations/43.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_02_as.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-02.musicxml,chorale/annotations/44.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_02_cl.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-02.musicxml,chorale/annotations/45.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_02_eh.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-02.musicxml,chorale/annotations/46.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_02_fh.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-02.musicxml,chorale/annotations/47.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_02_tp.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-02.musicxml,chorale/annotations/48.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_03_bar.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-03.musicxml,chorale/annotations/49.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_03_bcl.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-03.musicxml,chorale/annotations/50.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_03_bs.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-03.musicxml,chorale/annotations/51.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_03_fho.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-03.musicxml,chorale/annotations/52.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_03_tb.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-03.musicxml,chorale/annotations/53.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_04_bar.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-04.musicxml,chorale/annotations/54.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_04_bcl.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-04.musicxml,chorale/annotations/55.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_04_bs.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-04.musicxml,chorale/annotations/56.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_04_tb.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-04.musicxml,chorale/annotations/57.tsv,96
chorale/audio/Crueger_AufAufMeinHerzMitFreuden_04_tba.mp3,chorale/score/Crueger_AufAufMeinHerzMitFreuden-04.musicxml,chorale/annotations/58.tsv,96
chorale/audio/Drese_JesuGehVoran_01_as.mp3,chorale/score/Drese_JesuGehVoran-01.musicxml,chorale/annotations/59.tsv,65
chorale/audio/Drese_JesuGehVoran_01_cl.mp3,chorale/score/Drese_JesuGehVoran-01.musicxml,chorale/annotations/60.tsv,65
chorale/audio/Drese_JesuGehVoran_01_fh.mp3,chorale/score/Drese_JesuGehVoran-01.musicxml,chorale/annotations/61.tsv,65
chorale/audio/Drese_JesuGehVoran_01_fl.mp3,chorale/score/Drese_JesuGehVoran-01.musicxml,chorale/annotations/62.tsv,65
chorale/audio/Drese_JesuGehVoran_01_ob.mp3,chorale/score/Drese_JesuGehVoran-01.musicxml,chorale/annotations/63.tsv,65
chorale/audio/Drese_JesuGehVoran_01_tp.mp3,chorale/score/Drese_JesuGehVoran-01.musicxml,chorale/annotations/64.tsv,65
chorale/audio/Drese_JesuGehVoran_02_as.mp3,chorale/score/Drese_JesuGehVoran-02.musicxml,chorale/annotations/65.tsv,65
chorale/audio/Drese_JesuGehVoran_02_cl.mp3,chorale/score/Drese_JesuGehVoran-02.musicxml,chorale/annotations/66.tsv,65
chorale/audio/Drese_JesuGehVoran_02_eh.mp3,chorale/score/Drese_JesuGehVoran-02.musicxml,chorale/annotations/67.tsv,65
chorale/audio/Drese_JesuGehVoran_02_fh.mp3,chorale/score/Drese_JesuGehVoran-02.musicxml,chorale/annotations/68.tsv,65
chorale/audio/Drese_JesuGehVoran_02_tp.mp3,chorale/score/Drese_JesuGehVoran-02.musicxml,chorale/annotations/69.tsv,65
chorale/audio/Drese_JesuGehVoran_03_bar.mp3,chorale/score/Drese_JesuGehVoran-03.musicxml,chorale/annotations/70.tsv,65
chorale/audio/Drese_JesuGehVoran_03_bs.mp3,chorale/score/Drese_JesuGehVoran-03.musicxml,chorale/annotations/71.tsv,65
chorale/audio/Drese_JesuGehVoran_03_fho.mp3,chorale/score/Drese_JesuGehVoran-03.musicxml,chorale/annotations/72.tsv,65
chorale/audio/Drese_JesuGehVoran_04_bar.mp3,chorale/score/Drese_JesuGehVoran-04.musicxml,chorale/annotations/73.tsv,65
chorale/audio/Drese_JesuGehVoran_04_bcl.mp3,chorale/score/Drese_JesuGehVoran-04.musicxml,chorale/annotations/74.tsv,65
chorale/audio/Drese_JesuGehVoran_04_bs.mp3,chorale/score/Drese_JesuGehVoran-04.musicxml,chorale/annotations/75.tsv,65
chorale/audio/Drese_JesuGehVoran_04_tb.mp3,chorale/score/Drese_JesuGehVoran-04.musicxml,chorale/annotations/76.tsv,65
chorale/audio/Drese_JesuGehVoran_04_tba.mp3,chorale/score/Drese_JesuGehVoran-04.musicxml,chorale/annotations/77.tsv,65
chorale/audio/Gesius_BefiehlDuDeineWege_01_as.mp3,chorale/score/Gesius_BefiehlDuDeineWege-01.musicxml,chorale/annotations/78.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_01_cl.mp3,chorale/score/Gesius_BefiehlDuDeineWege-01.musicxml,chorale/annotations/79.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_01_fh.mp3,chorale/score/Gesius_BefiehlDuDeineWege-01.musicxml,chorale/annotations/80.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_01_fl.mp3,chorale/score/Gesius_BefiehlDuDeineWege-01.musicxml,chorale/annotations/81.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_01_ob.mp3,chorale/score/Gesius_BefiehlDuDeineWege-01.musicxml,chorale/annotations/82.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_01_tp.mp3,chorale/score/Gesius_BefiehlDuDeineWege-01.musicxml,chorale/annotations/83.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_02_as.mp3,chorale/score/Gesius_BefiehlDuDeineWege-02.musicxml,chorale/annotations/84.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_02_cl.mp3,chorale/score/Gesius_BefiehlDuDeineWege-02.musicxml,chorale/annotations/85.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_02_eh.mp3,chorale/score/Gesius_BefiehlDuDeineWege-02.musicxml,chorale/annotations/86.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_02_fh.mp3,chorale/score/Gesius_BefiehlDuDeineWege-02.musicxml,chorale/annotations/87.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_02_fho.mp3,chorale/score/Gesius_BefiehlDuDeineWege-02.musicxml,chorale/annotations/88.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_02_tp.mp3,chorale/score/Gesius_BefiehlDuDeineWege-02.musicxml,chorale/annotations/89.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_03_bar.mp3,chorale/score/Gesius_BefiehlDuDeineWege-03.musicxml,chorale/annotations/90.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_03_bs.mp3,chorale/score/Gesius_BefiehlDuDeineWege-03.musicxml,chorale/annotations/91.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_03_fho.mp3,chorale/score/Gesius_BefiehlDuDeineWege-03.musicxml,chorale/annotations/92.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_03_tb.mp3,chorale/score/Gesius_BefiehlDuDeineWege-03.musicxml,chorale/annotations/93.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_04_bar.mp3,chorale/score/Gesius_BefiehlDuDeineWege-04.musicxml,chorale/annotations/94.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_04_bcl.mp3,chorale/score/Gesius_BefiehlDuDeineWege-04.musicxml,chorale/annotations/95.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_04_bs.mp3,chorale/score/Gesius_BefiehlDuDeineWege-04.musicxml,chorale/annotations/96.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_04_tb.mp3,chorale/score/Gesius_BefiehlDuDeineWege-04.musicxml,chorale/annotations/97.tsv,84
chorale/audio/Gesius_BefiehlDuDeineWege_04_tba.mp3,chorale/score/Gesius_BefiehlDuDeineWege-04.musicxml,chorale/annotations/98.tsv,84
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_01_as.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-01.musicxml,chorale/annotations/99.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_01_cl.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-01.musicxml,chorale/annotations/100.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_01_fh.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-01.musicxml,chorale/annotations/101.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_01_fl.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-01.musicxml,chorale/annotations/102.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_01_ob.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-01.musicxml,chorale/annotations/103.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_01_tp.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-01.musicxml,chorale/annotations/104.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_02_as.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-02.musicxml,chorale/annotations/105.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_02_bar.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-02.musicxml,chorale/annotations/106.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_02_cl.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-02.musicxml,chorale/annotations/107.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_02_eh.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-02.musicxml,chorale/annotations/108.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_02_fh.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-02.musicxml,chorale/annotations/109.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_02_fho.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-02.musicxml,chorale/annotations/110.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_02_tp.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-02.musicxml,chorale/annotations/111.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_03_bar.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-03.musicxml,chorale/annotations/112.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_03_bcl.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-03.musicxml,chorale/annotations/113.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_03_fho.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-03.musicxml,chorale/annotations/114.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_04_bar.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-04.musicxml,chorale/annotations/115.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_04_bcl.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-04.musicxml,chorale/annotations/116.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_04_bs.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-04.musicxml,chorale/annotations/117.tsv,102
chorale/audio/Gesius_DuFriedensfuerstHerrJesuChrist_04_tba.mp3,chorale/score/Gesius_DuFriedensfuerstHerrJesuChrist-04.musicxml,chorale/annotations/118.tsv,102
chorale/audio/Jan_DuGrosserSchmerzensmann_01_as.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-01.musicxml,chorale/annotations/119.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_01_cl.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-01.musicxml,chorale/annotations/120.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_01_fh.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-01.musicxml,chorale/annotations/121.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_01_fl.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-01.musicxml,chorale/annotations/122.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_01_ob.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-01.musicxml,chorale/annotations/123.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_01_tp.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-01.musicxml,chorale/annotations/124.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_02_as.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-02.musicxml,chorale/annotations/125.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_02_cl.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-02.musicxml,chorale/annotations/126.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_02_eh.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-02.musicxml,chorale/annotations/127.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_02_fh.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-02.musicxml,chorale/annotations/128.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_02_tp.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-02.musicxml,chorale/annotations/129.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_03_bar.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-03.musicxml,chorale/annotations/130.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_03_bs.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-03.musicxml,chorale/annotations/131.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_04_bar.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-04.musicxml,chorale/annotations/132.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_04_bcl.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-04.musicxml,chorale/annotations/133.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_04_bs.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-04.musicxml,chorale/annotations/134.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_04_tb.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-04.musicxml,chorale/annotations/135.tsv,116
chorale/audio/Jan_DuGrosserSchmerzensmann_04_tba.mp3,chorale/score/Jan_DuGrosserSchmerzensmann-04.musicxml,chorale/annotations/136.tsv,116
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_01_as.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-01.musicxml,chorale/annotations/137.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_01_cl.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-01.musicxml,chorale/annotations/138.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_01_fh.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-01.musicxml,chorale/annotations/139.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_01_fl.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-01.musicxml,chorale/annotations/140.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_01_ob.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-01.musicxml,chorale/annotations/141.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_01_tp.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-01.musicxml,chorale/annotations/142.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_02_as.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-02.musicxml,chorale/annotations/143.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_02_cl.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-02.musicxml,chorale/annotations/144.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_02_eh.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-02.musicxml,chorale/annotations/145.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_02_fh.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-02.musicxml,chorale/annotations/146.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_02_fho.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-02.musicxml,chorale/annotations/147.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_02_tp.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-02.musicxml,chorale/annotations/148.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_03_bar.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-03.musicxml,chorale/annotations/149.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_03_fho.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-03.musicxml,chorale/annotations/150.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_04_bar.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-04.musicxml,chorale/annotations/151.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_04_bcl.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-04.musicxml,chorale/annotations/152.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_04_bs.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-04.musicxml,chorale/annotations/153.tsv,65
chorale/audio/Telemann_DerLiebenSonneLichtUndPracht_04_tba.mp3,chorale/score/Telemann_DerLiebenSonneLichtUndPracht-04.musicxml,chorale/annotations/154.tsv,65
chorale/audio/Vulpius_ChristusDerIstMeinLeben_01_as.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-01.musicxml,chorale/annotations/155.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_01_bar.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-01.musicxml,chorale/annotations/156.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_01_cl.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-01.musicxml,chorale/annotations/157.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_01_fh.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-01.musicxml,chorale/annotations/158.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_01_fl.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-01.musicxml,chorale/annotations/159.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_01_ob.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-01.musicxml,chorale/annotations/160.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_01_tp.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-01.musicxml,chorale/annotations/161.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_02_as.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-02.musicxml,chorale/annotations/162.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_02_bar.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-02.musicxml,chorale/annotations/163.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_02_cl.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-02.musicxml,chorale/annotations/164.tsv,72
