audio,score,annotations,estimated_bpm
kraisler/audio/15_mix_dry.mp3,kraisler/score/15.musicxml,kraisler/annotations/15.tsv,48
kraisler/audio/15_mix_hall.mp3,kraisler/score/15.musicxml,kraisler/annotations/15.tsv,48
kraisler/audio/15_mix_studio.mp3,kraisler/score/15.musicxml,kraisler/annotations/15.tsv,48
kraisler/audio/16_mix_dry.mp3,kraisler/score/16.musicxml,kraisler/annotations/16.tsv,76
kraisler/audio/16_mix_hall.mp3,kraisler/score/16.musicxml,kraisler/annotations/16.tsv,76
kraisler/audio/16_mix_studio.mp3,kraisler/score/16.musicxml,kraisler/annotations/16.tsv,76
kraisler/audio/17_mix_dry.mp3,kraisler/score/17.musicxml,kraisler/annotations/17.tsv,116
kraisler/audio/17_mix_hall.mp3,kraisler/score/17.musicxml,kraisler/annotations/17.tsv,116
kraisler/audio/17_mix_studio.mp3,kraisler/score/17.musicxml,kraisler/annotations/17.tsv,116
kraisler/audio/18_mix_dry.mp3,kraisler/score/18.musicxml,kraisler/annotations/18.tsv,135
kraisler/audio/18_mix_hall.mp3,kraisler/score/18.musicxml,kraisler/annotations/18.tsv,135
kraisler/audio/18_mix_studio.mp3,kraisler/score/18.musicxml,kraisler/annotations/18.tsv,135
kraisler/audio/19_mix_dry.mp3,kraisler/score/19.musicxml,kraisler/annotations/19.tsv,170
kraisler/audio/19_mix_hall.mp3,kraisler/score/19.musicxml,kraisler/annotations/19.tsv,170
kraisler/audio/19_mix_studio.mp3,kraisler/score/19.musicxml,kraisler/annotations/19.tsv,170
kraisler/audio/20_mix_dry.mp3,kraisler/score/20.musicxml,kraisler/annotations/20.tsv,163
kraisler/audio/20_mix_hall.mp3,kraisler/score/20.musicxml,kraisler/annotations/20.tsv,163
kraisler/audio/20_mix_studio.mp3,kraisler/score/20.musicxml,kraisler/annotations/20.tsv,163
